# DerivedNormalizationProps-14.0.0.txt
# Date: 2021-06-04, 02:19:20 GMT
# © 2021 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9      # Lm  GREEK YPOGEGRAMMENI
334D          ; NFKC_CF; 30E1 30FC 30C8 30EB #So   SQUARE MEETORU
334E          ; NFKC_CF; 30E4 30FC 30C9 # So       SQUARE YAADO
334F          ; NFKC_CF; 30E4 30FC 30EB # So       SQUARE YAARU
3350          ; NFKC_CF; 30E6 30A2 30F3 # So       SQUARE YUAN
3351          ; NFKC_CF; 30EA 30C3 30C8 30EB #So   SQUARE RITTORU
3352          ; NFKC_CF; 30EA 30E9      # So       SQUARE RIRA
3353          ; NFKC_CF; 30EB 30D4 30FC # So       SQUARE RUPII
3354          ; NFKC_CF; 30EB 30FC 30D6 30EB #So   SQUARE RUUBURU
3355          ; NFKC_CF; 30EC 30E0      # So       SQUARE REMU
3356          ; NFKC_CF; 30EC 30F3 30C8 30B2 30F3 #So SQUARE RENTOGEN
3357          ; NFKC_CF; 30EF 30C3 30C8 # So       SQUARE WATTO
3358          ; NFKC_CF; 0030 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR ZERO
3359          ; NFKC_CF; 0031 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR ONE
335A          ; NFKC_CF; 0032 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWO
335B          ; NFKC_CF; 0033 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR THREE
335C          ; NFKC_CF; 0034 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FOUR
335D          ; NFKC_CF; 0035 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FIVE
335E          ; NFKC_CF; 0036 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SIX
335F          ; NFKC_CF; 0037 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVEN
3360          ; NFKC_CF; 0038 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHT
3361          ; NFKC_CF; 0039 70B9      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINE
3362          ; NFKC_CF; 0031 0030 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TEN
3363          ; NFKC_CF; 0031 0031 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR ELEVEN
3364          ; NFKC_CF; 0031 0032 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWELVE
3365          ; NFKC_CF; 0031 0033 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR THIRTEEN
3366          ; NFKC_CF; 0031 0034 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FOURTEEN
3367          ; NFKC_CF; 0031 0035 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FIFTEEN
3368          ; NFKC_CF; 0031 0036 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SIXTEEN
3369          ; NFKC_CF; 0031 0037 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVENTEEN
336A          ; NFKC_CF; 0031 0038 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHTEEN
336B          ; NFKC_CF; 0031 0039 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINETEEN
336C          ; NFKC_CF; 0032 0030 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY
336D          ; NFKC_CF; 0032 0031 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-ONE
336E          ; NFKC_CF; 0032 0032 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-TWO
336F          ; NFKC_CF; 0032 0033 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-THREE
3370          ; NFKC_CF; 0032 0034 70B9 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-FOUR
3371          ; NFKC_CF; 0068 0070 0061 # So       SQUARE HPA
3372          ; NFKC_CF; 0064 0061      # So       SQUARE DA
3373          ; NFKC_CF; 0061 0075      # So       SQUARE AU
3374          ; NFKC_CF; 0062 0061 0072 # So       SQUARE BAR
3375          ; NFKC_CF; 006F 0076      # So       SQUARE OV
3376          ; NFKC_CF; 0070 0063      # So       SQUARE PC
3377          ; NFKC_CF; 0064 006D      # So       SQUARE DM
3378          ; NFKC_CF; 0064 006D 0032 # So       SQUARE DM SQUARED
3379          ; NFKC_CF; 0064 006D 0033 # So       SQUARE DM CUBED
337A          ; NFKC_CF; 0069 0075      # So       SQUARE IU
337B          ; NFKC_CF; 5E73 6210      # So       SQUARE ERA NAME HEISEI
337C          ; NFKC_CF; 662D 548C      # So       SQUARE ERA NAME SYOUWA
337D          ; NFKC_CF; 5927 6B63      # So       SQUARE ERA NAME TAISYOU
337E          ; NFKC_CF; 660E 6CBB      # So       SQUARE ERA NAME MEIZI
337F          ; NFKC_CF; 682A 5F0F 4F1A 793E #So   SQUARE CORPORATION
3380          ; NFKC_CF; 0070 0061      # So       SQUARE PA AMPS
3381          ; NFKC_CF; 006E 0061      # So       SQUARE NA
3382          ; NFKC_CF; 03BC 0061      # So       SQUARE MU A
3383          ; NFKC_CF; 006D 0061      # So       SQUARE MA
3384          ; NFKC_CF; 006B 0061      # So       SQUARE KA
3385          ; NFKC_CF; 006B 0062      # So       SQUARE KB
3386          ; NFKC_CF; 006D 0062      # So       SQUARE MB
3387          ; NFKC_CF; 0067 0062      # So       SQUARE GB
3388          ; NFKC_CF; 0063 0061 006C # So       SQUARE CAL
3389          ; NFKC_CF; 006B 0063 0061 006C #So   SQUARE KCAL
338A          ; NFKC_CF; 0070 0066      # So       SQUARE PF
338B          ; NFKC_CF; 006E 0066      # So       SQUARE NF
338C          ; NFKC_CF; 03BC 0066      # So       SQUARE MU F
338D          ; NFKC_CF; 03BC 0067      # So       SQUARE MU G
338E          ; NFKC_CF; 006D 0067      # So       SQUARE MG
338F          ; NFKC_CF; 006B 0067      # So       SQUARE KG
3390          ; NFKC_CF; 0068 007A      # So       SQUARE HZ
3391          ; NFKC_CF; 006B 0068 007A # So       SQUARE KHZ
3392          ; NFKC_CF; 006D 0068 007A # So       SQUARE MHZ
3393          ; NFKC_CF; 0067 0068 007A # So       SQUARE GHZ
3394          ; NFKC_CF; 0074 0068 007A # So       SQUARE THZ
3395          ; NFKC_CF; 03BC 006C      # So       SQUARE MU L
3396          ; NFKC_CF; 006D 006C      # So       SQUARE ML
3397          ; NFKC_CF; 0064 006C      # So       SQUARE DL
3398          ; NFKC_CF; 006B 006C      # So       SQUARE KL
3399          ; NFKC_CF; 0066 006D      # So       SQUARE FM
339A          ; NFKC_CF; 006E 006D      # So       SQUARE NM
339B          ; NFKC_CF; 03BC 006D      # So       SQUARE MU M
339C          ; NFKC_CF; 006D 006D      # So       SQUARE MM
339D          ; NFKC_CF; 0063 006D      # So       SQUARE CM
339E          ; NFKC_CF; 006B 006D      # So       SQUARE KM
339F          ; NFKC_CF; 006D 006D 0032 # So       SQUARE MM SQUARED
33A0          ; NFKC_CF; 0063 006D 0032 # So       SQUARE CM SQUARED
33A1          ; NFKC_CF; 006D 0032      # So       SQUARE M SQUARED
33A2          ; NFKC_CF; 006B 006D 0032 # So       SQUARE KM SQUARED
33A3          ; NFKC_CF; 006D 006D 0033 # So       SQUARE MM CUBED
33A4          ; NFKC_CF; 0063 006D 0033 # So       SQUARE CM CUBED
33A5          ; NFKC_CF; 006D 0033      # So       SQUARE M CUBED
33A6          ; NFKC_CF; 006B 006D 0033 # So       SQUARE KM CUBED
33A7          ; NFKC_CF; 006D 2215 0073 # So       SQUARE M OVER S
33A8          ; NFKC_CF; 006D 2215 0073 0032 #So   SQUARE M OVER S SQUARED
33A9          ; NFKC_CF; 0070 0061      # So       SQUARE PA
33AA          ; NFKC_CF; 006B 0070 0061 # So       SQUARE KPA
33AB          ; NFKC_CF; 006D 0070 0061 # So       SQUARE MPA
33AC          ; NFKC_CF; 0067 0070 0061 # So       SQUARE GPA
33AD          ; NFKC_CF; 0072 0061 0064 # So       SQUARE RAD
33AE          ; NFKC_CF; 0072 0061 0064 2215 0073 #So SQUARE RAD OVER S
33AF          ; NFKC_CF; 0072 0061 0064 2215 0073 0032 #So SQUARE RAD OVER S SQUARED
33B0          ; NFKC_CF; 0070 0073      # So       SQUARE PS
33B1          ; NFKC_CF; 006E 0073      # So       SQUARE NS
33B2          ; NFKC_CF; 03BC 0073      # So       SQUARE MU S
33B3          ; NFKC_CF; 006D 0073      # So       SQUARE MS
33B4          ; NFKC_CF; 0070 0076      # So       SQUARE PV
33B5          ; NFKC_CF; 006E 0076      # So       SQUARE NV
33B6          ; NFKC_CF; 03BC 0076      # So       SQUARE MU V
33B7          ; NFKC_CF; 006D 0076      # So       SQUARE MV
33B8          ; NFKC_CF; 006B 0076      # So       SQUARE KV
33B9          ; NFKC_CF; 006D 0076      # So       SQUARE MV MEGA
33BA          ; NFKC_CF; 0070 0077      # So       SQUARE PW
33BB          ; NFKC_CF; 006E 0077      # So       SQUARE NW
33BC          ; NFKC_CF; 03BC 0077      # So       SQUARE MU W
33BD          ; NFKC_CF; 006D 0077      # So       SQUARE MW
33BE          ; NFKC_CF; 006B 0077      # So       SQUARE KW
33BF          ; NFKC_CF; 006D 0077      # So       SQUARE MW MEGA
33C0          ; NFKC_CF; 006B 03C9      # So       SQUARE K OHM
33C1          ; NFKC_CF; 006D 03C9      # So       SQUARE M OHM
33C2          ; NFKC_CF; 0061 002E 006D 002E #So   SQUARE AM
33C3          ; NFKC_CF; 0062 0071      # So       SQUARE BQ
33C4          ; NFKC_CF; 0063 0063      # So       SQUARE CC
33C5          ; NFKC_CF; 0063 0064      # So       SQUARE CD
33C6          ; NFKC_CF; 0063 2215 006B 0067 #So   SQUARE C OVER KG
33C7          ; NFKC_CF; 0063 006F 002E # So       SQUARE CO
33C8          ; NFKC_CF; 0064 0062      # So       SQUARE DB
33C9          ; NFKC_CF; 0067 0079      # So       SQUARE GY
33CA          ; NFKC_CF; 0068 0061      # So       SQUARE HA
33CB          ; NFKC_CF; 0068 0070      # So       SQUARE HP
33CC          ; NFKC_CF; 0069 006E      # So       SQUARE IN
33CD          ; NFKC_CF; 006B 006B      # So       SQUARE KK
33CE          ; NFKC_CF; 006B 006D      # So       SQUARE KM CAPITAL
33CF          ; NFKC_CF; 006B 0074      # So       SQUARE KT
33D0          ; NFKC_CF; 006C 006D      # So       SQUARE LM
33D1          ; NFKC_CF; 006C 006E      # So       SQUARE LN
33D2          ; NFKC_CF; 006C 006F 0067 # So       SQUARE LOG
33D3          ; NFKC_CF; 006C 0078      # So       SQUARE LX
33D4          ; NFKC_CF; 006D 0062      # So       SQUARE MB SMALL
33D5          ; NFKC_CF; 006D 0069 006C # So       SQUARE MIL
33D6          ; NFKC_CF; 006D 006F 006C # So       SQUARE MOL
33D7          ; NFKC_CF; 0070 0068      # So       SQUARE PH
33D8          ; NFKC_CF; 0070 002E 006D 002E #So   SQUARE PM
33D9          ; NFKC_CF; 0070 0070 006D # So       SQUARE PPM
33DA          ; NFKC_CF; 0070 0072      # So       SQUARE PR
33DB          ; NFKC_CF; 0073 0072      # So       SQUARE SR
33DC          ; NFKC_CF; 0073 0076      # So       SQUARE SV
33DD          ; NFKC_CF; 0077 0062      # So       SQUARE WB
33DE          ; NFKC_CF; 0076 2215 006D # So       SQUARE V OVER M
33DF          ; NFKC_CF; 0061 2215 006D # So       SQUARE A OVER M
33E0          ; NFKC_CF; 0031 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ONE
33E1          ; NFKC_CF; 0032 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWO
33E2          ; NFKC_CF; 0033 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THREE
33E3          ; NFKC_CF; 0034 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOUR
33E4          ; NFKC_CF; 0035 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIVE
33E5          ; NFKC_CF; 0036 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIX
33E6          ; NFKC_CF; 0037 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVEN
33E7          ; NFKC_CF; 0038 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHT
33E8          ; NFKC_CF; 0039 65E5      # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINE
33E9          ; NFKC_CF; 0031 0030 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TEN
33EA          ; NFKC_CF; 0031 0031 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ELEVEN
33EB          ; NFKC_CF; 0031 0032 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWELVE
33EC          ; NFKC_CF; 0031 0033 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTEEN
33ED          ; NFKC_CF; 0031 0034 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOURTEEN
33EE          ; NFKC_CF; 0031 0035 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIFTEEN
33EF          ; NFKC_CF; 0031 0036 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIXTEEN
33F0          ; NFKC_CF; 0031 0037 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVENTEEN
33F1          ; NFKC_CF; 0031 0038 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHTEEN
33F2          ; NFKC_CF; 0031 0039 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINETEEN
33F3          ; NFKC_CF; 0032 0030 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY
33F4          ; NFKC_CF; 0032 0031 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-ONE
33F5          ; NFKC_CF; 0032 0032 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-TWO
33F6          ; NFKC_CF; 0032 0033 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-THREE
33F7          ; NFKC_CF; 0032 0034 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FOUR
33F8          ; NFKC_CF; 0032 0035 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FIVE
33F9          ; NFKC_CF; 0032 0036 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SIX
33FA          ; NFKC_CF; 0032 0037 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SEVEN
33FB          ; NFKC_CF; 0032 0038 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-EIGHT
33FC          ; NFKC_CF; 0032 0039 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-NINE
33FD          ; NFKC_CF; 0033 0030 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY
33FE          ; NFKC_CF; 0033 0031 65E5 # So       IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY-ONE
33FF          ; NFKC_CF; 0067 0061 006C # So       SQUARE GAL
A640          ; NFKC_CF; A641           # L&       CYRILLIC CAPITAL LETTER ZEMLYA
A642          ; NFKC_CF; A643           # L&       CYRILLIC CAPITAL LETTER DZELO
A644          ; NFKC_CF; A645           # L&       CYRILLIC CAPITAL LETTER REVERSED DZE
A646          ; NFKC_CF; A647           # L&       CYRILLIC CAPITAL LETTER IOTA
A648          ; NFKC_CF; A649           # L&       CYRILLIC CAPITAL LETTER DJERV
A64A          ; NFKC_CF; A64B           # L&       CYRILLIC CAPITAL LETTER MONOGRAPH UK
A64C          ; NFKC_CF; A64D           # L&       CYRILLIC CAPITAL LETTER BROAD OMEGA
A64E          ; NFKC_CF; A64F           # L&       CYRILLIC CAPITAL LETTER NEUTRAL YER
A650          ; NFKC_CF; A651           # L&       CYRILLIC CAPITAL LETTER YERU WITH BACK YER
A652          ; NFKC_CF; A653           # L&       CYRILLIC CAPITAL LETTER IOTIFIED YAT
A654          ; NFKC_CF; A655           # L&       CYRILLIC CAPITAL LETTER REVERSED YU
A656          ; NFKC_CF; A657           # L&       CYRILLIC CAPITAL LETTER IOTIFIED A
A658          ; NFKC_CF; A659           # L&       CYRILLIC CAPITAL LETTER CLOSED LITTLE YUS
A65A          ; NFKC_CF; A65B           # L&       CYRILLIC CAPITAL LETTER BLENDED YUS
A65C          ; NFKC_CF; A65D           # L&       CYRILLIC CAPITAL LETTER IOTIFIED CLOSED LITTLE YUS
A65E          ; NFKC_CF; A65F           # L&       CYRILLIC CAPITAL LETTER YN
A660          ; NFKC_CF; A661           # L&       CYRILLIC CAPITAL LETTER REVERSED TSE
A662          ; NFKC_CF; A663           # L&       CYRILLIC CAPITAL LETTER SOFT DE
A664          ; NFKC_CF; A665           # L&       CYRILLIC CAPITAL LETTER SOFT EL
A666          ; NFKC_CF; A667           # L&       CYRILLIC CAPITAL LETTER SOFT EM
A668          ; NFKC_CF; A669           # L&       CYRILLIC CAPITAL LETTER MONOCULAR O
A66A          ; NFKC_CF; A66B           # L&       CYRILLIC CAPITAL LETTER BINOCULAR O
A66C          ; NFKC_CF; A66D           # L&       CYRILLIC CAPITAL LETTER DOUBLE MONOCULAR O
A680          ; NFKC_CF; A681           # L&       CYRILLIC CAPITAL LETTER DWE
A682          ; NFKC_CF; A683           # L&       CYRILLIC CAPITAL LETTER DZWE
A684          ; NFKC_CF; A685           # L&       CYRILLIC CAPITAL LETTER ZHWE
A686          ; NFKC_CF; A687           # L&       CYRILLIC CAPITAL LETTER CCHE
A688          ; NFKC_CF; A689           # L&       CYRILLIC CAPITAL LETTER DZZE
A68A          ; NFKC_CF; A68B           # L&       CYRILLIC CAPITAL LETTER TE WITH MIDDLE HOOK
A68C          ; NFKC_CF; A68D           # L&       CYRILLIC CAPITAL LETTER TWE
A68E          ; NFKC_CF; A68F           # L&       CYRILLIC CAPITAL LETTER TSWE
A690          ; NFKC_CF; A691           # L&       CYRILLIC CAPITAL LETTER TSSE
A692          ; NFKC_CF; A693           # L&       CYRILLIC CAPITAL LETTER TCHE
A694          ; NFKC_CF; A695           # L&       CYRILLIC CAPITAL LETTER HWE
A696          ; NFKC_CF; A697           # L&       CYRILLIC CAPITAL LETTER SHWE
A698          ; NFKC_CF; A699           # L&       CYRILLIC CAPITAL LETTER DOUBLE O
A69A          ; NFKC_CF; A69B           # L&       CYRILLIC CAPITAL LETTER CROSSED O
A69C          ; NFKC_CF; 044A           # Lm       MODIFIER LETTER CYRILLIC HARD SIGN
A69D          ; NFKC_CF; 044C           # Lm       MODIFIER LETTER CYRILLIC SOFT SIGN
A722          ; NFKC_CF; A723           # L&       LATIN CAPITAL LETTER EGYPTOLOGICAL ALEF
A724          ; NFKC_CF; A725           # L&       LATIN CAPITAL LETTER EGYPTOLOGICAL AIN
A726          ; NFKC_CF; A727           # L&       LATIN CAPITAL LETTER HENG
A728          ; NFKC_CF; A729           # L&       LATIN CAPITAL LETTER TZ
A72A          ; NFKC_CF; A72B           # L&       LATIN CAPITAL LETTER TRESILLO
A72C          ; NFKC_CF; A72D           # L&       LATIN CAPITAL LETTER CUATRILLO
A72E          ; NFKC_CF; A72F           # L&       LATIN CAPITAL LETTER CUATRILLO WITH COMMA
A732          ; NFKC_CF; A733           # L&       LATIN CAPITAL LETTER AA
A734          ; NFKC_CF; A735           # L&       LATIN CAPITAL LETTER AO
A736          ; NFKC_CF; A737           # L&       LATIN CAPITAL LETTER AU
A738          ; NFKC_CF; A739           # L&       LATIN CAPITAL LETTER AV
A73A          ; NFKC_CF; A73B           # L&       LATIN CAPITAL LETTER AV WITH HORIZONTAL BAR
A73C          ; NFKC_CF; A73D           # L&       LATIN CAPITAL LETTER AY
A73E          ; NFKC_CF; A73F           # L&       LATIN CAPITAL LETTER REVERSED C WITH DOT
A740          ; NFKC_CF; A741           # L&       LATIN CAPITAL LETTER K WITH STROKE
A742          ; NFKC_CF; A743           # L&       LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
A744          ; NFKC_CF; A745           # L&       LATIN CAPITAL LETTER K WITH STROKE AND DIAGONAL STROKE
A746          ; NFKC_CF; A747           # L&       LATIN CAPITAL LETTER BROKEN L
A748          ; NFKC_CF; A749           # L&       LATIN CAPITAL LETTER L WITH HIGH STROKE
A74A          ; NFKC_CF; A74B           # L&       LATIN CAPITAL LETTER O WITH LONG STROKE OVERLAY
A74C          ; NFKC_CF; A74D           # L&       LATIN CAPITAL LETTER O WITH LOOP
A74E          ; NFKC_CF; A74F           # L&       LATIN CAPITAL LETTER OO
A750          ; NFKC_CF; A751           # L&       LATIN CAPITAL LETTER P WITH STROKE THROUGH DESCENDER
A752          ; NFKC_CF; A753           # L&       LATIN CAPITAL LETTER P WITH FLOURISH
A754          ; NFKC_CF; A755           # L&       LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A756          ; NFKC_CF; A757           # L&       LATIN CAPITAL LETTER Q WITH STROKE THROUGH DESCENDER
A758          ; NFKC_CF; A759           # L&       LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A75A          ; NFKC_CF; A75B           # L&       LATIN CAPITAL LETTER R ROTUNDA
A75C          ; NFKC_CF; A75D           # L&       LATIN CAPITAL LETTER RUM ROTUNDA
A75E          ; NFKC_CF; A75F           # L&       LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A760          ; NFKC_CF; A761           # L&       LATIN CAPITAL LETTER VY
A762          ; NFKC_CF; A763           # L&       LATIN CAPITAL LETTER VISIGOTHIC Z
A764          ; NFKC_CF; A765           # L&       LATIN CAPITAL LETTER THORN WITH STROKE
A766          ; NFKC_CF; A767           # L&       LATIN CAPITAL LETTER THORN WITH STROKE THROUGH DESCENDER
A768          ; NFKC_CF; A769           # L&       LATIN CAPITAL LETTER VEND
A76A          ; NFKC_CF; A76B           # L&       LATIN CAPITAL LETTER ET
A76C          ; NFKC_CF; A76D           # L&       LATIN CAPITAL LETTER IS
A76E          ; NFKC_CF; A76F           # L&       LATIN CAPITAL LETTER CON
A770          ; NFKC_CF; A76F           # Lm       MODIFIER LETTER US
A779          ; NFKC_CF; A77A           # L&       LATIN CAPITAL LETTER INSULAR D
A77B          ; NFKC_CF; A77C           # L&       LATIN CAPITAL LETTER INSULAR F
A77D          ; NFKC_CF; 1D79           # L&       LATIN CAPITAL LETTER INSULAR G
A77E          ; NFKC_CF; A77F           # L&       LATIN CAPITAL LETTER TURNED INSULAR G
A780          ; NFKC_CF; A781           # L&       LATIN CAPITAL LETTER TURNED L
A782          ; NFKC_CF; A783           # L&       LATIN CAPITAL LETTER INSULAR R
A784          ; NFKC_CF; A785           # L&       LATIN CAPITAL LETTER INSULAR S
A786          ; NFKC_CF; A787           # L&       LATIN CAPITAL LETTER INSULAR T
A78B          ; NFKC_CF; A78C           # L&       LATIN CAPITAL LETTER SALTILLO
A78D          ; NFKC_CF; 0265           # L&       LATIN CAPITAL LETTER TURNED H
A790          ; NFKC_CF; A791           # L&       LATIN CAPITAL LETTER N WITH DESCENDER
A792          ; NFKC_CF; A793           # L&       LATIN CAPITAL LETTER C WITH BAR
A796          ; NFKC_CF; A797           # L&       LATIN CAPITAL LETTER B WITH FLOURISH
A798          ; NFKC_CF; A799           # L&       LATIN CAPITAL LETTER F WITH STROKE
A79A          ; NFKC_CF; A79B           # L&       LATIN CAPITAL LETTER VOLAPUK AE
A79C          ; NFKC_CF; A79D           # L&       LATIN CAPITAL LETTER VOLAPUK OE
A79E          ; NFKC_CF; A79F           # L&       LATIN CAPITAL LETTER VOLAPUK UE
A7A0          ; NFKC_CF; A7A1           # L&       LATIN CAPITAL LETTER G WITH OBLIQUE STROKE
A7A2          ; NFKC_CF; A7A3           # L&       LATIN CAPITAL LETTER K WITH OBLIQUE STROKE
A7A4          ; NFKC_CF; A7A5           # L&       LATIN CAPITAL LETTER N WITH OBLIQUE STROKE
