# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
0AB2..0AB3    ; XID_Start
0AB5..0AB9    ; XID_Start
0ABD          ; XID_Start
0AD0          ; XID_Start
0AE0..0AE1    ; XID_Start
0AF9          ; XID_Start
0B05..0B0C    ; XID_Start
0B0F..0B10    ; XID_Start
0B13..0B28    ; XID_Start
0B2A..0B30    ; XID_Start
0B32..0B33    ; XID_Start
0B35..0B39    ; XID_Start
0B3D          ; XID_Start
0B5C..0B5D    ; XID_Start
0B5F..0B61    ; XID_Start
0B71          ; XID_Start
0B83          ; XID_Start
0B85..0B8A    ; XID_Start
0B8E..0B90    ; XID_Start
0B92..0B95    ; XID_Start
0B99..0B9A    ; XID_Start
0B9C          ; XID_Start
0B9E..0B9F    ; XID_Start
0BA3..0BA4    ; XID_Start
0BA8..0BAA    ; XID_Start
0BAE..0BB9    ; XID_Start
0BD0          ; XID_Start
0C05..0C0C    ; XID_Start
0C0E..0C10    ; XID_Start
0C12..0C28    ; XID_Start
0C2A..0C39    ; XID_Start
0C3D          ; XID_Start
0C58..0C5A    ; XID_Start
0C5D          ; XID_Start
0C60..0C61    ; XID_Start
0C80          ; XID_Start
0C85..0C8C    ; XID_Start
0C8E..0C90    ; XID_Start
0C92..0CA8    ; XID_Start
0CAA..0CB3    ; XID_Start
0CB5..0CB9    ; XID_Start
0CBD          ; XID_Start
0CDD..0CDE    ; XID_Start
0CE0..0CE1    ; XID_Start
0CF1..0CF2    ; XID_Start
0D04..0D0C    ; XID_Start
0D0E..0D10    ; XID_Start
0D12..0D3A    ; XID_Start
0D3D          ; XID_Start
0D4E          ; XID_Start
0D54..0D56    ; XID_Start
0D5F..0D61    ; XID_Start
0D7A..0D7F    ; XID_Start
0D85..0D96    ; XID_Start
0D9A..0DB1    ; XID_Start
0DB3..0DBB    ; XID_Start
0DBD          ; XID_Start
0DC0..0DC6    ; XID_Start
0E01..0E30    ; XID_Start
0E32          ; XID_Start
0E40..0E45    ; XID_Start
0E46          ; XID_Start
0E81..0E82    ; XID_Start
0E84          ; XID_Start
0E86..0E8A    ; XID_Start
0E8C..0EA3    ; XID_Start
0EA5          ; XID_Start
0EA7..0EB0    ; XID_Start
0EB2          ; XID_Start
0EBD          ; XID_Start
0EC0..0EC4    ; XID_Start
0EC6          ; XID_Start
0EDC..0EDF    ; XID_Start
0F00          ; XID_Start
0F40..0F47    ; XID_Start
0F49..0F6C    ; XID_Start
0F88..0F8C    ; XID_Start
1000..102A    ; XID_Start
103F          ; XID_Start
1050..1055    ; XID_Start
105A..105D    ; XID_Start
1061          ; XID_Start
1065..1066    ; XID_Start
106E..1070    ; XID_Start
1075..1081    ; XID_Start
108E          ; XID_Start
10A0..10C5    ; XID_Start
10C7          ; XID_Start
10CD          ; XID_Start
10D0..10FA    ; XID_Start
10FC          ; XID_Start
10FD..10FF    ; XID_Start
1100..1248    ; XID_Start
124A..124D    ; XID_Start
1250..1256    ; XID_Start
1258          ; XID_Start
125A..125D    ; XID_Start
1260..1288    ; XID_Start
128A..128D    ; XID_Start
1290..12B0    ; XID_Start
12B2..12B5    ; XID_Start
12B8..12BE    ; XID_Start
12C0          ; XID_Start
12C2..12C5    ; XID_Start
12C8..12D6    ; XID_Start
12D8..1310    ; XID_Start
1312..1315    ; XID_Start
1318..135A    ; XID_Start
1380..138F    ; XID_Start
13A0..13F5    ; XID_Start
13F8..13FD    ; XID_Start
1401..166C    ; XID_Start
166F..167F    ; XID_Start
1681..169A    ; XID_Start
16A0..16EA    ; XID_Start
16EE..16F0    ; XID_Start
16F1..16F8    ; XID_Start
1700..1711    ; XID_Start
171F..1731    ; XID_Start
1740..1751    ; XID_Start
1760..176C    ; XID_Start
176E..1770    ; XID_Start
1780..17B3    ; XID_Start
17D7          ; XID_Start
17DC          ; XID_Start
1820..1842    ; XID_Start
1843          ; XID_Start
1844..1878    ; XID_Start
1880..1884    ; XID_Start
1885..1886    ; XID_Start
1887..18A8    ; XID_Start
18AA          ; XID_Start
18B0..18F5    ; XID_Start
1900..191E    ; XID_Start
1950..196D    ; XID_Start
1970..1974    ; XID_Start
1980..19AB    ; XID_Start
19B0..19C9    ; XID_Start
1A00..1A16    ; XID_Start
1A20..1A54    ; XID_Start
1AA7          ; XID_Start
1B05..1B33    ; XID_Start
1B45..1B4C    ; XID_Start
1B83..1BA0    ; XID_Start
1BAE..1BAF    ; XID_Start
1BBA..1BE5    ; XID_Start
1C00..1C23    ; XID_Start
1C4D..1C4F    ; XID_Start
1C5A..1C77    ; XID_Start
1C78..1C7D    ; XID_Start
1C80..1C8A    ; XID_Start
1C90..1CBA    ; XID_Start
1CBD..1CBF    ; XID_Start
1CE9..1CEC    ; XID_Start
1CEE..1CF3    ; XID_Start
1CF5..1CF6    ; XID_Start
1CFA          ; XID_Start
1D00..1D2B    ; XID_Start
1D2C..1D6A    ; XID_Start
1D6B..1D77    ; XID_Start
1D78          ; XID_Start
1D79..1D9A    ; XID_Start
1D9B..1DBF    ; XID_Start
1E00..1F15    ; XID_Start
1F18..1F1D    ; XID_Start
1F20..1F45    ; XID_Start
1F48..1F4D    ; XID_Start
1F50..1F57    ; XID_Start
1F59          ; XID_Start
1F5B          ; XID_Start
1F5D          ; XID_Start
1F5F..1F7D    ; XID_Start
1F80..1FB4    ; XID_Start
1FB6..1FBC    ; XID_Start
1FBE          ; XID_Start
1FC2..1FC4    ; XID_Start
1FC6..1FCC    ; XID_Start
1FD0..1FD3    ; XID_Start
1FD6..1FDB    ; XID_Start
1FE0..1FEC    ; XID_Start
1FF2..1FF4    ; XID_Start
1FF6..1FFC    ; XID_Start
2071          ; XID_Start
207F          ; XID_Start
2090..209C    ; XID_Start
2102          ; XID_Start
2107          ; XID_Start
210A..2113    ; XID_Start
2115          ; XID_Start
2118          ; XID_Start
2119..211D    ; XID_Start
2124          ; XID_Start
2126          ; XID_Start
2128          ; XID_Start
212A..212D    ; XID_Start
212E          ; XID_Start
212F..2134    ; XID_Start
2135..2138    ; XID_Start
2139          ; XID_Start
213C..213F    ; XID_Start
2145..2149    ; XID_Start
214E          ; XID_Start
2160..2182    ; XID_Start
2183..2184    ; XID_Start
2185..2188    ; XID_Start
2C00..2C7B    ; XID_Start
2C7C..2C7D    ; XID_Start
2C7E..2CE4    ; XID_Start
2CEB..2CEE    ; XID_Start
2CF2..2CF3    ; XID_Start
2D00..2D25    ; XID_Start
2D27          ; XID_Start
2D2D          ; XID_Start
2D30..2D67    ; XID_Start
2D6F          ; XID_Start
2D80..2D96    ; XID_Start
2DA0..2DA6    ; XID_Start
2DA8..2DAE    ; XID_Start
2DB0..2DB6    ; XID_Start
2DB8..2DBE    ; XID_Start
2DC0..2DC6    ; XID_Start
2DC8..2DCE    ; XID_Start
2DD0..2DD6    ; XID_Start
2DD8..2DDE    ; XID_Start
3005          ; XID_Start
3006          ; XID_Start
3007          ; XID_Start
3021..3029    ; XID_Start
3031..3035    ; XID_Start
3038..303A    ; XID_Start
303B          ; XID_Start
303C          ; XID_Start
3041..3096    ; XID_Start
309D..309E    ; XID_Start
309F          ; XID_Start
30A1..30FA    ; XID_Start
30FC..30FE    ; XID_Start
30FF          ; XID_Start
3105..312F    ; XID_Start
3131..318E    ; XID_Start
31A0..31BF    ; XID_Start
31F0..31FF    ; XID_Start
3400..4DBF    ; XID_Start
4E00..A014    ; XID_Start
A015          ; XID_Start
A016..A48C    ; XID_Start
A4D0..A4F7    ; XID_Start
A4F8..A4FD    ; XID_Start
A500..A60B    ; XID_Start
A60C          ; XID_Start
A610..A61F    ; XID_Start
A62A..A62B    ; XID_Start
A640..A66D    ; XID_Start
A66E          ; XID_Start
A67F          ; XID_Start
A680..A69B    ; XID_Start
A69C..A69D    ; XID_Start
A6A0..A6E5    ; XID_Start
A6E6..A6EF    ; XID_Start
A717..A71F    ; XID_Start
A722..A76F    ; XID_Start
A770          ; XID_Start
A771..A787    ; XID_Start
A788          ; XID_Start
A78B..A78E    ; XID_Start
A78F          ; XID_Start
A790..A7CD    ; XID_Start
A7D0..A7D1    ; XID_Start
A7D3          ; XID_Start
A7D5..A7DC    ; XID_Start
A7F2..A7F4    ; XID_Start
A7F5..A7F6    ; XID_Start
A7F7          ; XID_Start
A7F8..A7F9    ; XID_Start
A7FA          ; XID_Start
A7FB..A801    ; XID_Start
A803..A805    ; XID_Start
A807..A80A    ; XID_Start
A80C..A822    ; XID_Start
A840..A873    ; XID_Start
A882..A8B3    ; XID_Start
A8F2..A8F7    ; XID_Start
A8FB          ; XID_Start
A8FD..A8FE    ; XID_Start
A90A..A925    ; XID_Start
A930..A946    ; XID_Start
A960..A97C    ; XID_Start
A984..A9B2    ; XID_Start
A9CF          ; XID_Start
A9E0..A9E4    ; XID_Start
A9E6          ; XID_Start
A9E7..A9EF    ; XID_Start
A9FA..A9FE    ; XID_Start
AA00..AA28    ; XID_Start
AA40..AA42    ; XID_Start
AA44..AA4B    ; XID_Start
AA60..AA6F    ; XID_Start
AA70          ; XID_Start
AA71..AA76    ; XID_Start
AA7A          ; XID_Start
AA7E..AAAF    ; XID_Start
AAB1          ; XID_Start
AAB5..AAB6    ; XID_Start
AAB9..AABD    ; XID_Start
AAC0          ; XID_Start
AAC2          ; XID_Start
AADB..AADC    ; XID_Start
AADD          ; XID_Start
AAE0..AAEA    ; XID_Start
AAF2          ; XID_Start
AAF3..AAF4    ; XID_Start
AB01..AB06    ; XID_Start
AB09..AB0E    ; XID_Start
AB11..AB16    ; XID_Start
AB20..AB26    ; XID_Start
AB28..AB2E    ; XID_Start
AB30..AB5A    ; XID_Start
AB5C..AB5F    ; XID_Start
AB60..AB68    ; XID_Start
AB69          ; XID_Start
AB70..ABBF    ; XID_Start
ABC0..ABE2    ; XID_Start
AC00..D7A3    ; XID_Start
D7B0..D7C6    ; XID_Start
D7CB..D7FB    ; XID_Start
F900..FA6D    ; XID_Start
FA70..FAD9    ; XID_Start
FB00..FB06    ; XID_Start
FB13..FB17    ; XID_Start
FB1D          ; XID_Start
FB1F..FB28    ; XID_Start
FB2A..FB36    ; XID_Start
FB38..FB3C    ; XID_Start
FB3E          ; XID_Start
FB40..FB41    ; XID_Start
FB43..FB44    ; XID_Start
FB46..FBB1    ; XID_Start
FBD3..FC5D    ; XID_Start
FC64..FD3D    ; XID_Start
FD50..FD8F    ; XID_Start
FD92..FDC7    ; XID_Start
FDF0..FDF9    ; XID_Start
FE71          ; XID_Start
FE73          ; XID_Start
FE77          ; XID_Start
FE79          ; XID_Start
FE7B          ; XID_Start
FE7D          ; XID_Start
FE7F..FEFC    ; XID_Start
FF21..FF3A    ; XID_Start
FF41..FF5A    ; XID_Start
FF66..FF6F    ; XID_Start
FF70          ; XID_Start
FF71..FF9D    ; XID_Start
FFA0..FFBE    ; XID_Start
FFC2..FFC7    ; XID_Start
FFCA..FFCF    ; XID_Start
FFD2..FFD7    ; XID_Start
FFDA..FFDC    ; XID_Start
10000..1000B  ; XID_Start
1000D..10026  ; XID_Start
10028..1003A  ; XID_Start
1003C..1003D  ; XID_Start
1003F..1004D  ; XID_Start
10050..1005D  ; XID_Start
10080..100FA  ; XID_Start
10140..10174  ; XID_Start
10280..1029C  ; XID_Start
102A0..102D0  ; XID_Start
10300..1031F  ; XID_Start
1032D..10340  ; XID_Start
10341         ; XID_Start
10342..10349  ; XID_Start
1034A         ; XID_Start
10350..10375  ; XID_Start
10380..1039D  ; XID_Start
103A0..103C3  ; XID_Start
103C8..103CF  ; XID_Start
103D1..103D5  ; XID_Start
10400..1044F  ; XID_Start
10450..1049D  ; XID_Start
104B0..104D3  ; XID_Start
104D8..104FB  ; XID_Start
10500..10527  ; XID_Start
10530..10563  ; XID_Start
10570..1057A  ; XID_Start
1057C..1058A  ; XID_Start
1058C..10592  ; XID_Start
10594..10595  ; XID_Start
10597..105A1  ; XID_Start
105A3..105B1  ; XID_Start
105B3..105B9  ; XID_Start
105BB..105BC  ; XID_Start
105C0..105F3  ; XID_Start
10600..10736  ; XID_Start
10740..10755  ; XID_Start
10760..10767  ; XID_Start
10780..10785  ; XID_Start
10787..107B0  ; XID_Start
107B2..107BA  ; XID_Start
10800..10805  ; XID_Start
10808         ; XID_Start
1080A..10835  ; XID_Start
10837..10838  ; XID_Start
1083C         ; XID_Start
1083F..10855  ; XID_Start
10860..10876  ; XID_Start
10880..1089E  ; XID_Start
108E0..108F2  ; XID_Start
108F4..108F5  ; XID_Start
10900..10915  ; XID_Start
10920..10939  ; XID_Start
10980..109B7  ; XID_Start
109BE..109BF  ; XID_Start
10A00         ; XID_Start
10A10..10A13  ; XID_Start
10A15..10A17  ; XID_Start
10A19..10A35  ; XID_Start
10A60..10A7C  ; XID_Start
10A80..10A9C  ; XID_Start
10AC0..10AC7  ; XID_Start
10AC9..10AE4  ; XID_Start
10B00..10B35  ; XID_Start
10B40..10B55  ; XID_Start
10B60..10B72  ; XID_Start
10B80..10B91  ; XID_Start
10C00..10C48  ; XID_Start
10C80..10CB2  ; XID_Start
10CC0..10CF2  ; XID_Start
10D00..10D23  ; XID_Start
10D4A..10D4D  ; XID_Start
10D4E         ; XID_Start
10D4F         ; XID_Start
10D50..10D65  ; XID_Start
10D6F         ; XID_Start
10D70..10D85  ; XID_Start
10E80..10EA9  ; XID_Start
10EB0..10EB1  ; XID_Start
10EC2..10EC4  ; XID_Start
10F00..10F1C  ; XID_Start
10F27         ; XID_Start
10F30..10F45  ; XID_Start
10F70..10F81  ; XID_Start
10FB0..10FC4  ; XID_Start
10FE0..10FF6  ; XID_Start
11003..11037  ; XID_Start
11071..11072  ; XID_Start
11075         ; XID_Start
11083..110AF  ; XID_Start
110D0..110E8  ; XID_Start
11103..11126  ; XID_Start
11144         ; XID_Start
11147         ; XID_Start
11150..11172  ; XID_Start
11176         ; XID_Start
11183..111B2  ; XID_Start
111C1..111C4  ; XID_Start
111DA         ; XID_Start
111DC         ; XID_Start
11200..11211  ; XID_Start
11213..1122B  ; XID_Start
1123F..11240  ; XID_Start
11280..11286  ; XID_Start
11288         ; XID_Start
1128A..1128D  ; XID_Start
1128F..1129D  ; XID_Start
1129F..112A8  ; XID_Start
112B0..112DE  ; XID_Start
11305..1130C  ; XID_Start
1130F..11310  ; XID_Start
11313..11328  ; XID_Start
1132A..11330  ; XID_Start
11332..11333  ; XID_Start
11335..11339  ; XID_Start
1133D         ; XID_Start
11350         ; XID_Start
1135D..11361  ; XID_Start
11380..11389  ; XID_Start
1138B         ; XID_Start
1138E         ; XID_Start
11390..113B5  ; XID_Start
113B7         ; XID_Start
113D1         ; XID_Start
113D3         ; XID_Start
11400..11434  ; XID_Start
11447..1144A  ; XID_Start
1145F..11461  ; XID_Start
11480..114AF  ; XID_Start
114C4..114C5  ; XID_Start
114C7         ; XID_Start
11580..115AE  ; XID_Start
115D8..115DB  ; XID_Start
11600..1162F  ; XID_Start
11644         ; XID_Start
11680..116AA  ; XID_Start
116B8         ; XID_Start
11700..1171A  ; XID_Start
11740..11746  ; XID_Start
11800..1182B  ; XID_Start
118A0..118DF  ; XID_Start
118FF..11906  ; XID_Start
11909         ; XID_Start
1190C..11913  ; XID_Start
11915..11916  ; XID_Start
11918..1192F  ; XID_Start
1193F         ; XID_Start
11941         ; XID_Start
119A0..119A7  ; XID_Start
119AA..119D0  ; XID_Start
119E1         ; XID_Start
119E3         ; XID_Start
11A00         ; XID_Start
11A0B..11A32  ; XID_Start
11A3A         ; XID_Start
11A50         ; XID_Start
11A5C..11A89  ; XID_Start
11A9D         ; XID_Start
11AB0..11AF8  ; XID_Start
11BC0..11BE0  ; XID_Start
11C00..11C08  ; XID_Start
11C0A..11C2E  ; XID_Start
11C40         ; XID_Start
11C72..11C8F  ; XID_Start
11D00..11D06  ; XID_Start
11D08..11D09  ; XID_Start
11D0B..11D30  ; XID_Start
11D46         ; XID_Start
11D60..11D65  ; XID_Start
11D67..11D68  ; XID_Start
11D6A..11D89  ; XID_Start
11D98         ; XID_Start
11EE0..11EF2  ; XID_Start
11F02         ; XID_Start
11F04..11F10  ; XID_Start
11F12..11F33  ; XID_Start
11FB0         ; XID_Start
12000..12399  ; XID_Start
12400..1246E  ; XID_Start
12480..12543  ; XID_Start
12F90..12FF0  ; XID_Start
13000..1342F  ; XID_Start
13441..13446  ; XID_Start
13460..143FA  ; XID_Start
14400..14646  ; XID_Start
16100..1611D  ; XID_Start
16800..16A38  ; XID_Start
16A40..16A5E  ; XID_Start
16A70..16ABE  ; XID_Start
16AD0..16AED  ; XID_Start
16B00..16B2F  ; XID_Start
16B40..16B43  ; XID_Start
16B63..16B77  ; XID_Start
16B7D..16B8F  ; XID_Start
16D40..16D42  ; XID_Start
16D43..16D6A  ; XID_Start
16D6B..16D6C  ; XID_Start
16E40..16E7F  ; XID_Start
16F00..16F4A  ; XID_Start
16F50         ; XID_Start
16F93..16F9F  ; XID_Start
16FE0..16FE1  ; XID_Start
16FE3         ; XID_Start
17000..187F7  ; XID_Start
18800..18CD5  ; XID_Start
18CFF..18D08  ; XID_Start
1AFF0..1AFF3  ; XID_Start
1AFF5..1AFFB  ; XID_Start
1AFFD..1AFFE  ; XID_Start
1B000..1B122  ; XID_Start
1B132         ; XID_Start
1B150..1B152  ; XID_Start
1B155         ; XID_Start
1B164..1B167  ; XID_Start
1B170..1B2FB  ; XID_Start
1BC00..1BC6A  ; XID_Start
1BC70..1BC7C  ; XID_Start
1BC80..1BC88  ; XID_Start
1BC90..1BC99  ; XID_Start
1D400..1D454  ; XID_Start
1D456..1D49C  ; XID_Start
1D49E..1D49F  ; XID_Start
1D4A2         ; XID_Start
1D4A5..1D4A6  ; XID_Start
1D4A9..1D4AC  ; XID_Start
1D4AE..1D4B9  ; XID_Start
1D4BB         ; XID_Start
1D4BD..1D4C3  ; XID_Start
1D4C5..1D505  ; XID_Start
1D507..1D50A  ; XID_Start
1D50D..1D514  ; XID_Start
1D516..1D51C  ; XID_Start
1D51E..1D539  ; XID_Start
1D53B..1D53E  ; XID_Start
1D540..1D544  ; XID_Start
1D546         ; XID_Start
1D54A..1D550  ; XID_Start
1D552..1D6A5  ; XID_Start
1D6A8..1D6C0  ; XID_Start
1D6C2..1D6DA  ; XID_Start
1D6DC..1D6FA  ; XID_Start
1D6FC..1D714  ; XID_Start
1D716..1D734  ; XID_Start
1D736..1D74E  ; XID_Start
1D750..1D76E  ; XID_Start
1D770..1D788  ; XID_Start
1D78A..1D7A8  ; XID_Start
1D7AA..1D7C2  ; XID_Start
1D7C4..1D7CB  ; XID_Start
1DF00..1DF09  ; XID_Start
1DF0A         ; XID_Start
1DF0B..1DF1E  ; XID_Start
1DF25..1DF2A  ; XID_Start
1E030..1E06D  ; XID_Start
1E100..1E12C  ; XID_Start
1E137..1E13D  ; XID_Start
1E14E         ; XID_Start
1E290..1E2AD  ; XID_Start
1E2C0..1E2EB  ; XID_Start
1E4D0..1E4EA  ; XID_Start
1E4EB         ; XID_Start
1E5D0..1E5ED  ; XID_Start
1E5F0         ; XID_Start
1E7E0..1E7E6  ; XID_Start
1E7E8..1E7EB  ; XID_Start
1E7ED..1E7EE  ; XID_Start
1E7F0..1E7FE  ; XID_Start
1E800..1E8C4  ; XID_Start
1E900..1E943  ; XID_Start
1E94B         ; XID_Start
1EE00..1EE03  ; XID_Start
1EE05..1EE1F  ; XID_Start
1EE21..1EE22  ; XID_Start
1EE24         ; XID_Start
1EE27         ; XID_Start
1EE29..1EE32  ; XID_Start
1EE34..1EE37  ; XID_Start
1EE39         ; XID_Start
1EE3B         ; XID_Start
1EE42         ; XID_Start
1EE47         ; XID_Start
1EE49         ; XID_Start
1EE4B         ; XID_Start
1EE4D..1EE4F  ; XID_Start
1EE51..1EE52  ; XID_Start
1EE54         ; XID_Start
1EE57         ; XID_Start
1EE59         ; XID_Start
1EE5B         ; XID_Start
1EE5D         ; XID_Start
1EE5F         ; XID_Start
1EE61..1EE62  ; XID_Start
1EE64         ; XID_Start
1EE67..1EE6A  ; XID_Start
1EE6C..1EE72  ; XID_Start
1EE74..1EE77  ; XID_Start
1EE79..1EE7C  ; XID_Start
1EE7E         ; XID_Start
1EE80..1EE89  ; XID_Start
1EE8B..1EE9B  ; XID_Start
1EEA1..1EEA3  ; XID_Start
1EEA5..1EEA9  ; XID_Start
1EEAB..1EEBB  ; XID_Start
20000..2A6DF  ; XID_Start
2A700..2B739  ; XID_Start
2B740..2B81D  ; XID_Start
2B820..2CEA1  ; XID_Start
2CEB0..2EBE0  ; XID_Start
2EBF0..2EE5D  ; XID_Start
2F800..2FA1D  ; XID_Start
30000..3134A  ; XID_Start
31350..323AF  ; XID_Start

# Total code points: 141246

# ================================================

# Derived Property: XID_Continue
#  Mod_ID_Continue modified for closure under NFKx
#  Modified as described in UAX #15
#  NOTE: Does NOT remove the non-NFKx characters.
#        Merely ensures that if isIdentifer(string) then isIdentifier(NFKx(string))
#  NOTE: See UAX #31 for more information

0030..0039    ; XID_Continue
0041..005A    ; XID_Continue
005F          ; XID_Continue
0061..007A    ; XID_Continue
00AA          ; XID_Continue
00B5          ; XID_Continue
00B7          ; XID_Continue
00BA          ; XID_Continue
00C0..00D6    ; XID_Continue
00D8..00F6    ; XID_Continue
00F8..01BA    ; XID_Continue
01BB          ; XID_Continue
01BC..01BF    ; XID_Continue
01C0..01C3    ; XID_Continue
01C4..0293    ; XID_Continue
0294          ; XID_Continue
0295..02AF    ; XID_Continue
02B0..02C1    ; XID_Continue
02C6..02D1    ; XID_Continue
02E0..02E4    ; XID_Continue
02EC          ; XID_Continue
02EE          ; XID_Continue
0300..036F    ; XID_Continue
0370..0373    ; XID_Continue
0374          ; XID_Continue
0376..0377    ; XID_Continue
037B..037D    ; XID_Continue
037F          ; XID_Continue
0386          ; XID_Continue
0387          ; XID_Continue
0388..038A    ; XID_Continue
038C          ; XID_Continue
038E..03A1    ; XID_Continue
03A3..03F5    ; XID_Continue
03F7..0481    ; XID_Continue
0483..0487    ; XID_Continue
048A..052F    ; XID_Continue
0531..0556    ; XID_Continue
0559          ; XID_Continue
0560..0588    ; XID_Continue
0591..05BD    ; XID_Continue
05BF          ; XID_Continue
05C1..05C2    ; XID_Continue
05C4..05C5    ; XID_Continue
05C7          ; XID_Continue
05D0..05EA    ; XID_Continue
05EF..05F2    ; XID_Continue
0610..061A    ; XID_Continue
0620..063F    ; XID_Continue
0640          ; XID_Continue
0641..064A    ; XID_Continue
064B..065F    ; XID_Continue
0660..0669    ; XID_Continue
066E..066F    ; XID_Continue
0670          ; XID_Continue
0671..06D3    ; XID_Continue
06D5          ; XID_Continue
06D6..06DC    ; XID_Continue
06DF..06E4    ; XID_Continue
06E5..06E6    ; XID_Continue
06E7..06E8    ; XID_Continue
06EA..06ED    ; XID_Continue
06EE..06EF    ; XID_Continue
06F0..06F9    ; XID_Continue
06FA..06FC    ; XID_Continue
06FF          ; XID_Continue
0710          ; XID_Continue
0711          ; XID_Continue
0712..072F    ; XID_Continue
0730..074A    ; XID_Continue
074D..07A5    ; XID_Continue
07A6..07B0    ; XID_Continue
07B1          ; XID_Continue
07C0..07C9    ; XID_Continue
07CA..07EA    ; XID_Continue
07EB..07F3    ; XID_Continue
07F4..07F5    ; XID_Continue
07FA          ; XID_Continue
07FD          ; XID_Continue
0800..0815    ; XID_Continue
0816..0819    ; XID_Continue
081A          ; XID_Continue
081B..0823    ; XID_Continue
0824          ; XID_Continue
0825..0827    ; XID_Continue
0828          ; XID_Continue
0829..082D    ; XID_Continue
0840..0858    ; XID_Continue
0859..085B    ; XID_Continue
0860..086A    ; XID_Continue
0870..0887    ; XID_Continue
0889..088E    ; XID_Continue
0897..089F    ; XID_Continue
08A0..08C8    ; XID_Continue
08C9          ; XID_Continue
08CA..08E1    ; XID_Continue
08E3..0902    ; XID_Continue
0903          ; XID_Continue
0904..0939    ; XID_Continue
093A          ; XID_Continue
093B          ; XID_Continue
093C          ; XID_Continue
093D          ; XID_Continue
093E..0940    ; XID_Continue
0941..0948    ; XID_Continue
0949..094C    ; XID_Continue
094D          ; XID_Continue
094E..094F    ; XID_Continue
0950          ; XID_Continue
0951..0957    ; XID_Continue
0958..0961    ; XID_Continue
0962..0963    ; XID_Continue
0966..096F    ; XID_Continue
0971          ; XID_Continue
